TOP MARKET CAP COMPANIES
Processed 486 entries
-----------------------------------------------------------------------

Symbol   Market Cap           Name                                     Sector
IFF      International Flavors & Fragrances                 86.35           59.14           89.32           3.33%
CNC      Centene Corporation                                67.04           28.33           69.36           3.34%
AWK      American Water Works                              140.70          120.57          145.64           3.39%
CTVA     Corteva                                            87.86           60.53           90.97           3.42%
GPN      Global Payments                                    92.54           61.16           95.88           3.48%
KDP      Keurig Dr Pepper                                   32.59           24.88           33.82           3.64%
CRM      Salesforce                                        259.23          146.32          269.11           3.67%
REGN     Regeneron Pharmaceuticals                         827.72          541.00          859.34           3.68%
TGT      Target Corporation                                164.44           83.44          170.75           3.70%
MTCH     Match Group                                        41.86           28.81           43.47           3.70%
PFG      Principal Financial Group                         116.68           77.90          121.18           3.71%
MA       Mastercard                                        579.21          464.52          601.62           3.72%
CZR      Caesars Entertainment                              29.68           17.86           30.88           3.89%
BAC      Bank of America                                    62.68           46.12           65.23           3.91%
WAT      Waters Corporation                                409.38          282.77          426.22           3.95%
GILD     Gilead Sciences                                   151.00          108.46          157.29           4.00%
NWSA     News Corp (Class A)                                30.39           22.20           31.66           4.01%
DGX      Quest Diagnostics                                 237.14          171.18          247.19           4.07%
USB      U.S. Bancorp                                       63.37           45.02           66.08           4.10%
ABBV     AbbVie                                            256.46          190.75          267.47           4.12%
MRK      Merck & Co.                                       150.33           77.58          156.92           4.20%
BEN      Franklin Resources                                 34.73           21.11           36.28           4.27%
CAH      Cardinal Health                                   247.18          145.87          258.30           4.31%
BDX      Becton Dickinson                                  184.74          127.59          193.07           4.31%
APD      Air Products                                      301.27          229.11          314.87           4.32%
ADM      Archer Daniels Midland                             84.61           55.58           88.46           4.35%
LH       LabCorp                                           326.89          244.52          341.80           4.36%
INCY     Incyte                                            126.75           81.09          132.60           4.41%
OKE      ONEOK                                              95.43           64.02           99.85           4.43%
GM       General Motors                                     87.76           54.33           91.85           4.45%
PRU      Prudential Financial                              122.02           91.89          127.72           4.46%
SCHW     Charles Schwab Corporation                        109.29           83.96          114.53           4.58%
TFX      Teleflex                                          138.36          100.18          145.00           4.58%
RSG      Republic Services                                 222.71          196.41          233.42           4.59%
NTRS     Northern Trust                                    186.63          121.12          195.78           4.67%
MHK      Mohawk Industries                                 133.63           92.99          140.30           4.75%
KO       Coca-Cola Company (The)                            88.07           65.35           92.49           4.78%
NDAQ     Nasdaq Inc.                                        96.88           76.55          101.79           4.82%
SLB      Schlumberger                                       57.51           31.64           60.46           4.88%
CRL      Charles River Laboratories                        288.50          144.26          303.31           4.88%
EG       Everest Group                                     380.87          302.44          401.07           5.04%
DXCM     Dexcom                                             87.90           54.11           92.59           5.07%
WTW      Willis Towers Watson                              334.74          240.61          352.79           5.12%
TMO      Thermo Fisher Scientific                          613.78          435.27          647.00           5.13%
PNC      PNC Financial Services                            245.60          176.88          258.96           5.16%
NWS      News Corp (Class B)                                33.90           25.49           35.76           5.20%
HIG      Hartford (The)                                    138.37          120.33          146.07           5.27%
NEM      Newmont                                           128.09           75.22          135.29           5.32%
MSI      Motorola Solutions                                468.05          359.36          494.85           5.42%
PAYC     Paycom                                            231.67          104.90          244.98           5.43%
SBUX     Starbucks                                         104.47           77.99          110.51           5.47%
EOG      EOG Resources                                     145.19          101.59          153.67           5.52%
DRI      Darden Restaurants                                216.88          169.00          229.76           5.61%
TRGP     Targa Resources                                   290.05          144.14          307.94           5.81%
WBD      Warner Bros. Discovery                             28.25           11.92           30.00           5.83%
ABNB     Airbnb                                            181.94          110.81          193.45           5.95%
AIZ      Assurant                                          285.74          205.01          303.94           5.99%
CFG      Citizens Financial Group                           70.78           47.95           75.33           6.04%
CF       CF Industries                                     133.35           75.42          141.96           6.07%
QRVO     Qorvo                                             102.84           74.92          109.49           6.07%
ZBRA     Zebra Technologies                                362.74          199.05          386.23           6.08%
NDSN     Nordson Corporation                               318.36          220.47          339.12           6.12%
MS       Morgan Stanley                                    217.72          147.25          232.25           6.26%
FAST     Fastenal                                           49.60           38.97           52.92           6.27%
MTB      M&T Bank                                          239.84          174.76          255.95           6.29%
RF       Regions Financial Corporation                      30.42           22.70           32.47           6.31%
APA      APA Corporation                                    42.77           21.57           45.66           6.33%
ALL      Allstate                                          259.57          188.08          277.22           6.37%
HUM      Humana                                            401.54          163.11          428.88           6.37%
VRSN     Verisign                                          292.08          208.86          312.48           6.53%
ELV      Elevance Health                                   407.50          274.84          436.24           6.59%
FDX      FedEx                                             322.52          178.94          345.37           6.62%
EW       Edwards Lifesciences                               89.90           72.30           96.29           6.64%
CB       Chubb Limited                                     341.59          265.30          365.91           6.65%
GWW      W. W. Grainger                                   1324.49          906.52         1419.91           6.72%
NUE      Nucor                                             261.07          131.32          280.11           6.80%
KVUE     Kenvue                                             18.74           14.02           20.13           6.91%
C        Citigroup                                         137.72           93.66          147.96           6.92%
SWK      Stanley Black & Decker                             97.36           61.90          104.68           6.99%
CHD      Church & Dwight                                    98.55           81.33          106.04           7.06%
AAPL     Apple Inc.                                        319.97          225.95          344.57           7.14%
ES       Eversource Energy                                  71.05           62.45           76.57           7.21%
ADP      Automatic Data Processing                         277.62          188.16          299.22           7.22%
SJM      J.M. Smucker Company (The)                        126.08           88.25          135.89           7.22%
APH      Amphenol                                           82.78           55.20           89.26           7.26%
TRV      Travelers Companies (The)                         369.35          252.26          398.70           7.36%
WMB      Williams Companies                                 74.15           56.19           80.08           7.41%
WELL     Welltower                                         236.17          163.75          255.20           7.46%
ED       Consolidated Edison                               107.29           94.96          116.23           7.69%
DLTR     Dollar Tree                                       131.42           84.71          142.40           7.71%
JCI      Johnson Controls                                  144.94          104.49          157.06           7.72%
WAB      Wabtec                                            282.86          184.26          306.64           7.76%
OMC      Omnicom Group                                      82.62           66.33           89.57           7.76%
FITB     Fifth Third Bancorp                                54.87           40.05           59.50           7.78%
CSX      CSX Corporation                                    49.41           31.80           53.60           7.82%
KEY      KeyCorp                                            22.18           16.47           24.07           7.85%
A        Agilent Technologies                              150.86          108.35          163.75           7.87%
WFC      Wells Fargo                                        89.97           72.78           97.76           7.97%
EVRG     Evergy                                             81.54           70.42           88.62           7.99%
BLK      BlackRock                                        1122.29          917.39         1219.94           8.00%
MDLZ     Mondelez International                             61.28           51.20           66.65           8.06%
TFC      Truist Financial                                   51.65           40.78           56.20           8.10%
INVH     Invitation Homes                                   28.39           24.25           30.89           8.10%
NSC      Norfolk Southern Railway                          329.46          268.23          358.60           8.13%
EMR      Emerson Electric                                  152.82          122.64          166.35           8.13%
FANG     Diamondback Energy                                199.22          134.30          216.90           8.15%
ESS      Essex Property Trust                              278.61          238.46          303.35           8.16%
VTRS     Viatris                                            16.88            9.43           18.39           8.21%
EQIX     Equinix                                          1035.98          720.62         1128.68           8.21%
IEX      IDEX Corporation                                  223.74          158.19          243.80           8.23%
BALL     Ball Corporation                                   62.67           44.83           68.29           8.23%
ZBH      Zimmer Biomet                                      98.07           79.12          106.88           8.24%
LYV      Live Nation Entertainment                         173.50          125.34          189.25           8.32%
UNP      Union Pacific Corporation                         289.62          210.84          315.99           8.35%
ACGL     Arch Capital Group                                 98.10           82.45          107.09           8.39%
CTAS     Cintas                                            200.47          161.16          219.17           8.53%
JBHT     J.B. Hunt                                         273.77          130.12          299.76           8.67%
FRT      Federal Realty Investment Trust                   117.09           90.03          128.21           8.67%
ICE      Intercontinental Exchange                         161.26          121.79          176.59           8.68%
PKG      Packaging Corporation of America                  237.25          191.50          259.98           8.74%
DVN      Devon Energy                                       48.06           31.47           52.71           8.82%
MMM      3M                                                168.56          139.34          184.90           8.84%
CRWD     CrowdStrike                                       213.10           85.68          233.88           8.88%
GPC      Genuine Parts Company                             138.08           90.78          151.57           8.90%
AME      Ametek                                            237.72          179.24          261.16           8.98%
GL       Globe Life                                        174.27          127.85          191.55           9.02%
MCK      McKesson Corporation                              907.99          683.38          999.00           9.11%
FCX      Freeport-McMoRan                                   72.73           35.15           80.24           9.36%
ETR      Entergy                                           107.27           86.40          118.45           9.44%
SNA      Snap-on                                           383.00          320.80          423.02           9.46%
DLR      Digital Realty                                    188.39          146.23          208.14           9.49%
XOM      ExxonMobil                                        159.47          108.35          176.41           9.60%
L        Loews Corporation                                 109.30           95.10          121.01           9.68%
ECL      Ecolab                                            279.28          243.15          309.27           9.70%
MCO      Moody's Corporation                               493.55          402.28          546.88           9.75%
MSFT     Microsoft                                         499.70          349.20          553.72           9.76%
D        Dominion Energy                                    65.84           55.85           72.99           9.80%
KMI      Kinder Morgan                                      31.40           25.60           34.81           9.80%
BKR      Baker Hughes                                       63.50           43.92           70.41           9.81%
ANET     Arista Networks                                   193.78          114.52          214.89           9.82%
O        Realty Income                                      61.25           55.86           67.94           9.85%
SYF      Synchrony Financial                                79.92           63.08           88.77           9.97%
AMZN     Amazon                                            258.51          196.00          287.20           9.99%
AFL      Aflac                                             117.21          104.66          130.22           9.99%
PSA      Public Storage                                    302.01          256.54          335.55          10.00%
GS       Goldman Sachs                                    1038.61          733.57         1153.99          10.00%
AEE      Ameren                                            106.47           96.57          118.32          10.02%
TROW     T. Rowe Price                                     109.78           85.22          122.00          10.02%
DOC      Healthpeak Properties                              20.65           15.70           22.95          10.02%
REG      Regency Centers                                    75.26           66.86           83.66          10.04%
XEL      Xcel Energy                                        75.72           71.29           84.23          10.10%
FTNT     Fortinet                                          156.29           73.55          173.89          10.12%
GD       General Dynamics                                  359.39          306.77          400.00          10.15%
FFIV     F5 Inc.                                           390.47          223.76          435.00          10.24%
ROST     Ross Stores                                       230.69          143.39          257.00          10.24%
PLD      Prologis                                          137.34          110.60          153.35          10.44%
PCAR     Paccar                                            124.70           92.25          139.24          10.44%
CI       Cigna                                             282.52          239.51          315.47          10.44%
PAYX     Paychex                                           121.71           85.45          136.05          10.54%
DUK      Duke Energy                                       120.22          113.90          134.49          10.61%
MO       Altria                                             68.88           54.70           77.06          10.62%
CL       Colgate-Palmolive                                  88.77           74.55           99.33          10.63%
FE       FirstEnergy                                        46.77           42.87           52.34          10.64%
ITW      Illinois Tool Works                               270.12          238.82          303.16          10.90%
EQR      Equity Residential                                 63.66           57.57           71.50          10.97%
OXY      Occidental Petroleum                               60.04           38.80           67.45          10.99%
LLY      Lilly (Eli)                                      1149.36          712.05         1292.65          11.08%
MSCI     MSCI                                              573.01          501.08          644.77          11.13%
VTR      Ventas                                             90.27           66.54          101.60          11.15%
CDW      CDW                                               152.38           97.12          171.55          11.17%
NTAP     NetApp                                            185.59           93.69          209.06          11.23%
AMCR     Amcor                                              45.15           36.25           50.94          11.37%
YUM      Yum! Brands                                       150.71          137.33          170.14          11.42%
MDT      Medtronic                                          94.17           73.31          106.33          11.44%
AEP      American Electric Power                           124.50          105.70          140.58          11.44%
KIM      Kimco Realty                                       23.60           19.76           26.65          11.44%
TT       Trane Technologies                                447.90          348.06          505.87          11.46%
RTX      RTX Corporation                                   200.79          150.61          226.88          11.50%
KHC      Kraft Heinz                                        24.85           21.04           28.09          11.53%
DIS      Walt Disney Company (The)                         105.31           92.19          119.05          11.54%
WEC      WEC Energy Group                                  105.94          102.95          119.91          11.65%
SHW      Sherwin-Williams                                  333.71          289.86          377.77          11.66%
AMT      American Tower                                    175.85          160.06          199.13          11.69%
WM       Waste Management                                  218.99          194.11          248.13          11.74%
CPT      Camden Property Trust                             105.69           96.53          119.81          11.79%
MTD      Mettler Toledo                                   1345.26         1023.05         1525.17          11.80%
FTV      Fortive                                            56.94           47.01           64.56          11.80%
GRMN     Garmin                                            277.03          186.67          314.28          11.85%
WST      West Pharmaceutical Services                      339.97          223.83          386.00          11.92%
BG       Bunge Global                                      118.71           76.01          134.87          11.98%
MAA      Mid-America Apartment Communities                 128.32          120.30          145.80          11.99%
PM       Philip Morris International                       182.53          142.11          207.76          12.14%
CINF     Cincinnati Financial                              171.10          150.00          194.81          12.17%
SPG      Simon Property Group                              209.44          172.19          238.50          12.18%
AVY      Avery Dennison                                    175.06          152.42          199.54          12.27%
PNW      Pinnacle West                                      97.52           85.32          111.16          12.27%
PGR      Progressive Corporation                           218.95          189.20          249.71          12.32%
VLTO     Veralto                                            96.31           80.03          109.86          12.33%
COR      Cencora                                           330.95          244.82          377.54          12.34%
CNP      CenterPoint Energy                                 39.67           37.13           45.26          12.35%
EXR      Extra Space Storage                               139.25          125.71          158.88          12.36%
WRB      W. R. Berkley Corporation                          69.14           62.87           78.96          12.44%
PG       Procter & Gamble                                  146.44          137.62          167.25          12.44%
PPL      PPL Corporation                                    35.11           33.17           40.11          12.47%
TDY      Teledyne Technologies                             610.65          483.02          697.67          12.47%
PH       Parker Hannifin                                   962.59          715.37         1099.94          12.49%
HBAN     Huntington Bancshares                              17.03           14.89           19.46          12.49%
CVS      CVS Health                                         96.74           69.51          110.68          12.59%
SO       Southern Company                                   88.11           83.80          100.84          12.62%
DTE      DTE Energy                                        136.08          126.23          155.75          12.63%
MNST     Monster Beverage                                   43.82           31.04           50.17          12.66%
AIG      American International Group                       76.21           71.25           87.29          12.69%
KEYS     Keysight Technologies                             327.21          158.79          374.96          12.74%
ROK      Rockwell Automation                               433.81          332.71          497.36          12.78%
SYY      Sysco                                              80.05           68.19           91.85          12.85%
EXPE     Expedia Group                                     298.04          185.34          342.00          12.85%
LIN      Linde plc                                         477.57          387.78          548.20          12.88%
SW       Smurfit WestRock                                   45.83           32.73           52.65          12.95%
ATO      Atmos Energy                                      167.56          160.10          192.51          12.96%
HLT      Hilton Worldwide                                  311.18          253.54          358.00          13.08%
MAS      Masco                                              72.70           58.16           83.64          13.08%
J        Jacobs Solutions                                  146.23          105.68          168.44          13.19%
IRM      Iron Mountain                                     116.86           77.77          134.68          13.23%
GE       GE Aerospace                                      337.12          268.91          388.84          13.30%
EBAY     eBay                                              103.41           78.03          119.31          13.33%
UDR      UDR Inc.                                           36.38           32.94           42.00          13.38%
HAS      Hasbro                                             92.53           69.50          106.98          13.51%
CMG      Chipotle Mexican Grill                             36.96           28.04           42.82          13.69%
LNT      Alliant Energy                                     67.97           63.28           78.81          13.75%
T        AT&T                                               25.68           19.89           29.79          13.80%
EXC      Exelon                                             43.64           42.58           50.65          13.84%
PHM      PulteGroup                                        124.45          108.49          144.50          13.88%
BAX      Baxter International                               25.83           15.73           30.00          13.90%
UNH      UnitedHealth Group                                397.14          255.97          461.62          13.97%
ETN      Eaton Corporation                                 410.85          311.92          478.00          14.05%
ALLE     Allegion                                          157.12          125.00          183.11          14.19%
HST      Host Hotels & Resorts                              22.05           15.61           25.71          14.24%
BKNG     Booking Holdings                                  193.29          150.14          225.54          14.30%
FOX      Fox Corporation (Class B)                          58.42           44.08           68.17          14.31%
BWA      BorgWarner                                         67.54           40.50           78.82          14.31%
JKHY     Jack Henry & Associates                           165.64          121.04          193.39          14.35%
URI      United Rentals                                   1009.86          701.59         1179.18          14.36%
FOXA     Fox Corporation (Class A)                          65.42           48.34           76.39          14.36%
DHR      Danaher Corporation                               207.66          160.93          242.80          14.47%
CME      CME Group                                         281.29          218.31          329.16          14.54%
EL       Estée Lauder Companies (The)                      103.86           66.22          121.64          14.62%
BXP      BXP Inc.                                           67.69           49.72           79.33          14.67%
EMN      Eastman Chemical Company                           71.19           56.11           83.47          14.71%
CMS      CMS Energy                                         68.46           67.19           80.36          14.81%
HAL      Halliburton                                        37.07           21.46           43.59          14.96%
SPGI     S&P Global                                        443.51          361.03          522.47          15.11%
CBRE     CBRE Group                                        147.85          121.69          174.27          15.16%
COF      Capital One                                       219.60          174.24          259.64          15.42%
AON      Aon                                               323.09          304.59          382.34          15.50%
NEE      NextEra Energy                                     83.43           69.24           98.75          15.51%
SBAC     SBA Communications                                189.44          162.41          224.46          15.60%
PPG      PPG Industries                                    112.53           93.39          133.43          15.66%
DG       Dollar General                                    133.21           95.11          158.23          15.81%
AXP      American Express                                  326.16          290.97          387.49          15.83%
NI       NiSource                                           41.39           39.30           49.21          15.89%
PEG      Public Service Enterprise Group                    73.70           72.53           87.63          15.90%
PLTR     Palantir Technologies                             174.33          106.37          207.52          15.99%
STLD     Steel Dynamics                                    242.06          129.41          288.74          16.17%
AES      AES Corporation                                    14.79           12.33           17.65          16.20%
DAL      Delta Air Lines                                    80.17           55.03           95.68          16.21%
AJG      Arthur J. Gallagher & Co.                         262.69          190.75          313.55          16.22%
CSCO     Cisco                                             109.20           66.13          130.37          16.24%
HWM      Howmet Aerospace                                  259.27          176.32          310.00          16.36%
UPS      United Parcel Service                             102.29           82.00          122.41          16.44%
PANW     Palo Alto Networks                                333.26          139.57          398.88          16.45%
COST     Costco                                            915.74          844.06         1096.50          16.49%
BA       Boeing                                            212.25          176.77          254.35          16.55%
MKTX     MarketAxess                                       163.38          108.75          195.97          16.63%
STE      Steris                                            224.59          195.14          269.44          16.65%
RL       Ralph Lauren Corporation                          351.20          299.98          421.60          16.70%
DD       DuPont                                            131.59           92.49          157.98          16.70%
SRE      Sempra                                             84.04           78.97          101.04          16.83%
WY       Weyerhaeuser                                       23.02           21.16           27.75          17.05%
GOOG     Alphabet Inc. (Class C)                           335.31          233.38          404.47          17.10%
GOOGL    Alphabet Inc. (Class A)                           338.46          233.23          408.61          17.17%
TEL      TE Connectivity                                   208.65          190.27          252.56          17.39%
MRNA     Moderna                                           145.55           22.28          176.66          17.61%
F        Ford Motor Company                                 14.62           11.11           17.78          17.77%
MOH      Molina Healthcare                                 200.80          121.06          244.89          18.00%
MAR      Marriott International                            336.51          256.76          410.98          18.12%
AMD      Advanced Micro Devices                            477.57          149.22          584.73          18.33%
HUBB     Hubbell Incorporated                              460.72          403.82          565.50          18.53%
SWKS     Skyworks Solutions                                 74.02           51.93           90.90          18.57%
ADI      Analog Devices                                    362.25          223.47          445.91          18.76%
DOV      Dover Corporation                                 192.88          158.97          237.54          18.80%
MU       Micron Technology                                1016.59          128.40         1255.00          19.00%
HRL      Hormel Foods                                       21.54           19.70           26.60          19.02%
HPE      Hewlett Packard Enterprise                         52.00           19.84           64.25          19.07%
EQT      EQT Corporation                                    55.17           47.94           68.24          19.15%
ORLY     O'Reilly Auto Parts                                87.89           82.59          108.72          19.16%
TTWO     Take-Two Interactive                              214.69          187.63          265.94          19.27%
CMCSA    Comcast                                            26.49           21.28           32.86          19.39%
HON      Honeywell                                         209.61          195.87          260.28          19.47%
CBOE     Cboe Global Markets                               298.38          227.15          371.18          19.61%
UAL      United Airlines Holdings                          111.38           84.64          138.77          19.74%
PEP      PepsiCo                                           137.63          133.73          171.48          19.74%
RMD      ResMed                                            228.35          180.27          284.87          19.84%
FDS      FactSet                                           301.96          185.00          377.07          19.92%
MGM      MGM Resorts                                        41.22           29.19           51.59          20.10%
KMB      Kimberly-Clark                                    104.96           92.42          131.53          20.20%
TDG      TransDigm Group                                  1162.05         1123.61         1463.03          20.57%
VMC      Vulcan Materials Company                          262.63          252.35          331.09          20.68%
WMT      Walmart                                           107.14           98.88          135.16          20.73%
PWR      Quanta Services                                   624.41          370.27          788.75          20.84%
ALGN     Align Technology                                  158.63          122.00          200.44          20.86%
ULTA     Ulta Beauty                                       564.12          443.60          714.97          21.10%
ABT      Abbott Laboratories                               108.33           81.97          137.49          21.21%
GEV      GE Vernova                                        941.95          530.16         1195.94          21.24%
META     Meta Platforms                                    616.77          520.26          790.80          22.01%
TXT      Textron                                            79.07           78.12          101.57          22.15%
CARR     Carrier Global                                     59.71           50.24           76.76          22.21%
TJX      TJX Companies                                     132.08          130.15          170.00          22.31%
ROP      Roper Technologies                                407.28          305.96          524.90          22.41%
COO      Cooper Companies (The)                             69.59           58.89           89.83          22.53%
TXN      Texas Instruments                                 258.44          152.73          334.03          22.63%
DHI      D. R. Horton                                      142.75          131.75          184.55          22.65%
GEHC     GE HealthCare                                      68.86           58.75           89.77          23.29%
SYK      Stryker Corporation                               303.13          281.00          395.90          23.43%
KR       Kroger                                             58.59           54.15           76.58          23.49%
CAG      Conagra Brands                                     15.48           12.53           20.32          23.82%
STZ      Constellation Brands                              128.18          126.45          168.60          23.97%
CMI      Cummins                                           560.75          390.11          737.76          23.99%
LMT      Lockheed Martin                                   525.28          437.25          692.00          24.09%
CAT      Caterpillar Inc.                                  813.94          416.44         1073.46          24.18%
LYB      LyondellBasell                                     63.52           41.58           83.94          24.33%
IR       Ingersoll Rand                                     76.36           68.07          100.96          24.37%
VICI     Vici Properties                                    25.42           25.34           33.65          24.46%
CCI      Crown Castle                                       75.83           69.72          100.50          24.55%
OTIS     Otis Worldwide                                     71.21           69.16           94.56          24.70%
HD       Home Depot (The)                                  321.05          289.10          426.75          24.77%
MCD      McDonald's                                        255.69          255.49          341.75          25.18%
PCG      PG&E Corporation                                   14.30           12.59           19.16          25.37%
GIS      General Mills                                      38.29           31.75           51.33          25.40%
LW       Lamb Weston                                        49.87           37.62           67.07          25.64%
DVA      DaVita                                            183.99          101.00          247.49          25.66%
UBER     Uber                                               75.76           65.41          101.99          25.72%
STX      Seagate Technology                                849.28          187.18         1145.00          25.83%
TPR      Tapestry Inc.                                     122.14           93.00          164.80          25.89%
IP       International Paper                                37.24           29.26           50.25          25.89%
TSN      Tyson Foods                                        51.42           50.56           69.48          25.99%
ERIE     Erie Indemnity                                    252.80          204.63          341.71          26.02%
BRO      Brown & Brown                                      71.42           53.81           96.55          26.03%
TAP      Molson Coors Beverage Company                      40.50           38.04           54.82          26.12%
AOS      A. O. Smith                                        60.48           54.16           81.87          26.13%
ODFL     Old Dominion                                      185.87          126.01          252.03          26.25%
RCL      Royal Caribbean Group                             265.19          232.10          360.09          26.35%
NVR      NVR Inc.                                         6298.85         5501.01         8563.79          26.45%
TMUS     T-Mobile US                                       181.52          165.66          247.25          26.58%
TER      Teradyne                                          357.03          109.56          487.91          26.82%
DPZ      Domino's                                          341.08          282.00          467.22          27.00%
HCA      HCA Healthcare                                    405.00          353.99          556.52          27.23%
NOW      ServiceNow                                        141.26           81.24          194.73          27.46%
CEG      Constellation Energy                              298.96          228.63          412.70          27.56%
JBL      Jabil                                             310.57          189.60          428.93          27.59%
MLM      Martin Marietta Materials                         514.77          502.56          710.97          27.60%
HSY      Hershey Company (The)                             173.15          161.43          239.48          27.70%
AVGO     Broadcom                                          357.89          289.96          495.00          27.70%
CLX      Clorox                                             93.06           84.70          128.90          27.80%
MKC      McCormick & Company                                52.08           44.82           72.41          28.08%
LUV      Southwest Airlines                                 39.62           29.26           55.11          28.11%
ADBE     Adobe Inc.                                        266.51          190.12          370.86          28.14%
BX       Blackstone Inc.                                   136.15          101.73          190.09          28.38%
CTSH     Cognizant                                          62.31           37.08           87.03          28.40%
MPWR     Monolithic Power Systems                         1223.86          830.00         1714.09          28.60%
TSLA     Tesla Inc.                                        354.08          297.38          498.83          29.02%
KKR      KKR                                               107.73           82.67          152.10          29.17%
IBM      IBM                                               234.89          199.19          332.46          29.35%
TRMB     Trimble Inc.                                       59.47           47.92           84.42          29.55%
CDNS     Cadence Design Systems                            292.70          262.75          416.69          29.76%
CHRW     C.H. Robinson                                     147.64          123.64          210.33          29.81%
DECK     Deckers Brands                                     85.81           78.91          122.29          29.83%
LRCX     Lam Research                                      307.65          104.46          438.50          29.84%
IT       Gartner                                           186.42          124.25          265.85          29.88%
MCHP     Microchip Technology                               74.17           48.52          105.91          29.97%
MOS      Mosaic Company (The)                               25.85           19.80           36.99          30.12%
LOW      Lowe's                                            204.45          199.34          293.06          30.24%
EIX      Edison International                               56.77           52.00           81.62          30.45%
IDXX     Idexx Laboratories                                535.38          518.55          769.98          30.47%
PYPL     PayPal                                             54.96           38.46           79.22          30.62%
CCL      Carnival                                           23.51           23.08           34.03          30.91%
DOW      Dow Inc.                                           29.44           20.65           42.74          31.12%
UHS      Universal Health Services                         169.65          140.08          246.33          31.13%
LKQ      LKQ Corporation                                    25.54           21.17           37.13          31.21%
CPRT     Copart                                             33.72           26.81           49.16          31.41%
XYL      Xylem Inc.                                        105.69          105.29          154.27          31.49%
AZO      AutoZone                                         2983.29         2902.20         4388.11          32.01%
WYNN     Wynn Resorts                                       91.54           89.44          134.72          32.05%
VST      Vistra Corp.                                      149.30          132.66          219.82          32.08%
VRSK     Verisk Analytics                                  185.79          155.94          273.83          32.15%
LHX      L3Harris                                          256.45          256.05          379.23          32.38%
